Parcela;n;Especie;dap
13;147;Eugenia pluriflora DC.;6,939155519
13;148;Myrcia guianensis (Aubl.) DC.;12,22309963
13;149;Ilex theezans Mart. ex Reissek;16,93408594
13;150;Lithraea brasiliensis Marchand;9,994930426
13;151;Calyptranthes concinna DC.;5,092958179
13;152;Drimys brasiliensis Miers;5,476410353
13;153;Vernonanthura discolor (Spreng.) H.Rob.;12,98704336
13;154;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;20,81746656
13;155;Eugenia pluriflora DC.;9,135493733
13;156;Calyptranthes concinna DC.;7,463195983
13;157;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;23,68225553
13;158;Araucaria angustifolia (Bertol.) Kuntze;23,7777485
13;159;Calyptranthes concinna DC.;6,215199214
13;160;Calyptranthes concinna DC.;6,219191961
13;161;Myrcia guianensis (Aubl.) DC.;7,04644918
13;162;Calyptranthes concinna DC.;11,74947287
13;163;Calyptranthes concinna DC.;11,90449186
13;164;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;10,37690229
13;165;Araucaria angustifolia (Bertol.) Kuntze;45,00901791
13;166;Lithraea brasiliensis Marchand;12,15943765
13;167;Lithraea brasiliensis Marchand;9,45380362
13;168;Ilex theezans Mart. ex Reissek;11,26816997
13;169;Calyptranthes concinna DC.;5,656340704
13;170;Vernonanthura discolor (Spreng.) H.Rob.;11,68197282
13;171;Eugenia pluriflora DC.;11,65014183
13;172;Duranta vestita Cham.;8,338564761
13;173;Myrsine umbellata Mart.;12,36682043
13;174;Podocarpus lambertii Klotzsch ex Endl.;8,276057041
13;175;Podocarpus lambertii Klotzsch ex Endl.;5,411268065
13;176;Podocarpus lambertii Klotzsch ex Endl.;7,60760628
13;177;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;13,81464906
13;178;Myrcia guianensis (Aubl.) DC.;9,708451529
13;179;Lithraea brasiliensis Marchand;15,59718442
13;180;Myrcia palustris DC.;13,24169127
13;181;Myrsine umbellata Mart.;5,092958179
13;182;NI;16,96033215
13;183;Calyptranthes concinna DC.;15,48975841
13;184;Araucaria angustifolia (Bertol.) Kuntze;7,448451337
14;185;Lithraea brasiliensis Marchand;18,34655457
14;186;Gochnatia polymorpha (Less.) Cabrera;19,35324108
14;187;Roupala montana Aubl.;7,130141451
14;188;Jacaranda puberula Cham.;5,53859202
14;189;Lithraea brasiliensis Marchand;13,48270652
14;190;Myrsine umbellata Mart.;7,002817496
14;191;Ilex theezans Mart. ex Reissek;11,56025958
14;192;Podocarpus lambertii Klotzsch ex Endl.;6,175211792
14;193;Myrceugenia euosma (O.Berg) D.Legrand;6,366197724
14;195;Podocarpus lambertii Klotzsch ex Endl.;8,180564075
14;196;Myrcia guianensis (Aubl.) DC.;7,254393344
14;197;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;11,01352206
14;198;Myrsine umbellata Mart.;14,8332407
14;199;Podocarpus lambertii Klotzsch ex Endl.;14,76957872
14;200;Drimys brasiliensis Miers;8,53070495
14;201;Eugenia pluriflora DC.;7,002817496
14;202;Casearia decandra Jacq.;5,793239929
14;203;Dasyphyllum tomentosum (Spreng.) Cabrera;14,8332407
14;204;Lithraea brasiliensis Marchand;9,803944494
14;205;Lithraea brasiliensis Marchand;12,70056446
14;206;Lithraea brasiliensis Marchand;42,22214763
14;207;Podocarpus lambertii Klotzsch ex Endl.;30,4940871
14;208;Myrcia laruotteana Cambess.;15,88905262
14;209;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;21,32676237
14;210;Cupania vernalis Cambess.;7,352958371
14;211;Araucaria angustifolia (Bertol.) Kuntze;12,3185926
14;212;Lithraea brasiliensis Marchand;16,42479013
14;213;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;22,35371828
14;214;Ilex theezans Mart. ex Reissek;27,56444154
14;215;Casearia decandra Jacq.;5,570423008
14;216;Lithraea brasiliensis Marchand;21,20550742
14;217;Casearia decandra Jacq.;5,856901906
14;218;Jacaranda puberula Cham.;22,13396124
14;219;Myrsine umbellata Mart.;12,25493062
14;220;Blepharocalyx salicifolius (Kunth) O.Berg;7,51332711
14;221;Jacaranda puberula Cham.;6,875493542
14;222;Xylosma ciliatifolia (Clos) Eichler;6,111549815
14;223;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;14,36858019
14;224;Matayba elaeagnoides Radlk.;30,40314346
14;226;Symplocos uniflora (Pohl) Benth.;7,130141451
15;227;Schinus terebinthifolius Raddi;9,835775483
15;228;Lithraea brasiliensis Marchand;9,103662745
15;229;Blepharocalyx salicifolius (Kunth) O.Berg;15,21521256
15;230;Lithraea brasiliensis Marchand;22,65939403
15;231;Calyptranthes concinna DC.;5,188451145
15;232;Podocarpus lambertii Klotzsch ex Endl.;9,612958563
15;233;Sapium glandulosum (L.) Morong;24,50986124
15;234;Banara tomentosa Clos;8,53070495
15;235;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;8,269259557
15;236;Myrcia guianensis (Aubl.) DC.;7,487051813
15;237;Lithraea brasiliensis Marchand;7,639437268
15;238;Myrcia guianensis (Aubl.) DC.;20,6455802
15;239;Matayba elaeagnoides Radlk.;14,92873366
15;240;Casearia decandra Jacq.;7,352958371
15;241;Casearia decandra Jacq.;5,252113122
15;242;Matayba elaeagnoides Radlk.;16,4884521
15;243;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;16,07619345
15;244;Matayba elaeagnoides Radlk.;13,20986028
15;245;Sapium glandulosum (L.) Morong;17,98450857
15;246;Erythroxylum deciduum A.St.-Hil.;8,276057041
15;247;Myrsine umbellata Mart.;6,90732453
15;248;Symplocos uniflora (Pohl) Benth.;10,66338119
15;249;Banara tomentosa Clos;6,047887837
15;250;Casearia decandra Jacq.;15,83088546
15;251;Casearia decandra Jacq.;6,079718826
15;252;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;9,390141642
15;253;Eugenia pluriflora DC.;12,60507149
15;254;Allophylus guaraniticus (A.St.-Hil.) Radlk.;5,156620156
15;255;Drimys brasiliensis Miers;5,729577951
15;256;Cupania vernalis Cambess.;5,952394872
15;257;Allophylus guaraniticus (A.St.-Hil.) Radlk.;5,411268065
15;258;Symplocos uniflora (Pohl) Benth.;14,06929697
15;259;Myrsine umbellata Mart.;8,05324012
15;260;Myrcia guianensis (Aubl.) DC.;12,51573262
15;261;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;7,639437268
15;262;Podocarpus lambertii Klotzsch ex Endl.;25,14648101
15;263;Myrcia laruotteana Cambess.;8,590888393
15;264;Oreopanax fulvus Marchal;8,498873961
15;265;Matayba elaeagnoides Radlk.;10,09042339
15;266;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;22,7312264
15;267;Roupala montana Aubl.;13,17887501
15;268;Matayba elaeagnoides Radlk.;14,64225476
15;269;Podocarpus lambertii Klotzsch ex Endl.;11,01605169
15;270;Sapium glandulosum (L.) Morong;7,925916166
15;271;Araucaria angustifolia (Bertol.) Kuntze;17,18873385
15;272;Araucaria angustifolia (Bertol.) Kuntze;26,51521352
15;273;Allophylus guaraniticus (A.St.-Hil.) Radlk.;6,366197724
15;274;Allophylus guaraniticus (A.St.-Hil.) Radlk.;10,49911275
15;275;Gochnatia polymorpha (Less.) Cabrera;7,543944303
15;276;Xylosma ciliatifolia (Clos) Eichler;10,08138215
15;277;Erythroxylum deciduum A.St.-Hil.;10,94986008
15;278;Podocarpus lambertii Klotzsch ex Endl.;5,729577951
15;279;Gochnatia polymorpha (Less.) Cabrera;17,3478888
15;280;Xylosma ciliatifolia (Clos) Eichler;12,47774754
16;281;Araucaria angustifolia (Bertol.) Kuntze;5,729577951
16;282;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;11,52281788
16;283;Lithraea brasiliensis Marchand;5,411268065
16;284;Lithraea brasiliensis Marchand;16,4884521
16;285;Lithraea brasiliensis Marchand;9,326479665
16;286;Araucaria angustifolia (Bertol.) Kuntze;6,970986507
16;287;Xylosma ciliatifolia (Clos) Eichler;5,379437077
16;288;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;12,01863271
16;289;Araucaria angustifolia (Bertol.) Kuntze;9,867606472
16;290;Duranta vestita Cham.;5,313582693
16;291;Casearia decandra Jacq.;7,689341761
16;292;Roupala montana Aubl.;6,46169069
16;293;Casearia decandra Jacq.;5,952394872
16;294;Gochnatia polymorpha (Less.) Cabrera;16,39295914
16;295;Podocarpus lambertii Klotzsch ex Endl.;22,05887511
16;296;Myrsine umbellata Mart.;5,53859202
16;297;Jacaranda puberula Cham.;6,143380803
16;298;Araucaria angustifolia (Bertol.) Kuntze;16,93408594
16;299;Duranta vestita Cham.;5,411268065
16;300;Araucaria angustifolia (Bertol.) Kuntze;24,82817112
16;301;Myrcia guianensis (Aubl.) DC.;5,570423008
16;302;Podocarpus lambertii Klotzsch ex Endl.;16,2338042
16;303;Araucaria angustifolia (Bertol.) Kuntze;8,53070495
16;304;Jacaranda puberula Cham.;13,05070533
16;305;Araucaria angustifolia (Bertol.) Kuntze;5,029296202
16;306;Dasyphyllum spinescens (Less.) Cabrera;26,35605858
16;307;Jacaranda puberula Cham.;10,88619811
16;308;Jacaranda puberula Cham.;17,60253671
16;309;Myrsine umbellata Mart.;7,002817496
16;310;Gochnatia polymorpha (Less.) Cabrera;15,08788861
16;311;Casearia decandra Jacq.;7,60760628
16;312;Myrcia guianensis (Aubl.) DC.;5,53859202
16;313;Jacaranda puberula Cham.;7,512113314
16;314;Jacaranda puberula Cham.;8,75352187
16;315;Banara tomentosa Clos;5,124789168
16;316;Myrsine umbellata Mart.;6,716338598
16;317;Araucaria angustifolia (Bertol.) Kuntze;6,68450761
16;318;Jacaranda puberula Cham.;7,957747155
16;319;Jacaranda puberula Cham.;5,260883436
16;320;Prunus myrtifolia (L.) Urb.;12,83878373
16;321;Matayba elaeagnoides Radlk.;25,43295991
16;322;Xylosma tweediana (Clos) Eichler;6,90732453
16;323;Araucaria angustifolia (Bertol.) Kuntze;6,843662553
16;324;Jacaranda puberula Cham.;7,957747155
16;325;Dasyphyllum tomentosum (Spreng.) Cabrera;14,13295895
16;326;Jacaranda puberula Cham.;8,085071109
16;327;Symplocos uniflora (Pohl) Benth.;18,44275504
16;328;Xylosma ciliatifolia (Clos) Eichler;13,71915609
16;329;Allophylus guaraniticus (A.St.-Hil.) Radlk.;11,4591559
16;330;Duranta vestita Cham.;8,795092817
16;331;Jacaranda puberula Cham.;4,997465213
16;332;Casearia decandra Jacq.;6,759720956
16;333;Casearia decandra Jacq.;6,366197724
16;334;Myrsine umbellata Mart.;8,05324012
16;335;Xylosma ciliatifolia (Clos) Eichler;6,68450761
16;336;Casearia decandra Jacq.;7,260605941
16;337;Roupala montana Aubl.;10,72704316
16;338;Lithraea brasiliensis Marchand;9,612958563
16;339;Allophylus guaraniticus (A.St.-Hil.) Radlk.;5,920563883
16;340;Jacaranda puberula Cham.;10,82253613
16;341;Jacaranda puberula Cham.;12,65456956
16;342;Casearia decandra Jacq.;20,05352283
16;343;Casearia decandra Jacq.;6,047887837
17;1678;Araucaria angustifolia (Bertol.) Kuntze;26,2923966
17;1679;Matayba elaeagnoides Radlk.;27,53380515
17;1680;Ocotea pulchella Mart.;16,20197321
17;1681;Jacaranda puberula Cham.;6,780000576
17;1682;Jacaranda puberula Cham.;10,15408537
17;1683;Lithraea brasiliensis Marchand;39,91651663
17;1684;Jacaranda puberula Cham.;9,708451529
17;1685;Jacaranda puberula Cham.;15,18338157
17;1686;Myrsine umbellata Mart.;9,581127574
17;1687;Araucaria angustifolia (Bertol.) Kuntze;6,238873769
17;1688;Prunus myrtifolia (L.) Urb.;5,315775099
17;1689;Jacaranda puberula Cham.;15,56535343
17;1690;Jacaranda puberula Cham.;10,8966638
17;1691;Jacaranda puberula Cham.;14,06929697
17;1692;Myrsine coriacea (Sw.) Roem. & Schult.;21,35256787
17;1693;Jacaranda puberula Cham.;12,79605742
17;1694;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;7,543944303
17;1695;Jacaranda puberula Cham.;8,212395064
17;1696;Araucaria angustifolia (Bertol.) Kuntze;8,339719018
17;1697;Jacaranda puberula Cham.;6,398028712
17;1698;Myrsine umbellata Mart.;8,244226052
17;1699;Duranta vestita Cham.;5,793239929
17;1700;Myrsine umbellata Mart.;8,97633879
17;1701;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;26,66430068
17;1702;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;17,79352264
17;1703;Araucaria angustifolia (Bertol.) Kuntze;6,90732453
17;1704;Matayba elaeagnoides Radlk.;6,238873769
17;1705;Jacaranda puberula Cham.;10,91204174
17;1706;Jacaranda puberula Cham.;5,952394872
17;1707;Jacaranda puberula Cham.;17,22056484
17;1708;Jacaranda puberula Cham.;11,84112777
17;1709;Myrsine umbellata Mart.;19,64064857
17;1710;Ocotea pulchella Mart.;11,10901503
17;1711;Lithraea brasiliensis Marchand;9,612958563
17;1713;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;6,843662553
17;1714;Jacaranda puberula Cham.;6,748169587
17;1715;Casearia obliqua Spreng.;16,20197321
17;1716;Myrsine umbellata Mart.;5,252113122
17;1717;Jacaranda puberula Cham.;6,429859701
17;1718;Jacaranda puberula Cham.;5,856901906
17;1719;Jacaranda puberula Cham.;6,970986507
17;1720;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;12,76422644
17;1721;Jacaranda puberula Cham.;6,875493542
17;1722;Jacaranda puberula Cham.;5,920563883
17;1723;Jacaranda puberula Cham.;6,175211792
17;1724;Lithraea brasiliensis Marchand;21,95611518
17;1725;Jacaranda puberula Cham.;12,82788841
17;1726;Calyptranthes concinna DC.;7,82259093
17;1727;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;10,3450713
17;1728;Podocarpus lambertii Klotzsch ex Endl.;19,38507207
17;1729;Jacaranda puberula Cham.;11,07718404
17;1730;Jacaranda puberula Cham.;13,59183214
17;1731;Jacaranda puberula Cham.;5,793239929
17;1732;Casearia decandra Jacq.;6,366197724
17;1733;Jacaranda puberula Cham.;7,161972439
17;1734;Cinnamomum amoenum (Nees & Mart.) Kosterm.;35,49155231
17;1735;Solanum sanctaecatharinae Dunal;6,843662553
17;1736;Jacaranda puberula Cham.;6,079718826
17;1737;Myrcia guianensis (Aubl.) DC.;17,18339839
17;1738;Jacaranda puberula Cham.;5,665915974
17;1739;Jacaranda puberula Cham.;5,920563883
17;1740;Jacaranda puberula Cham.;10,69521218
17;1741;Podocarpus lambertii Klotzsch ex Endl.;28,20225592
17;1742;Eugenia pluriflora DC.;6,557183655
17;1743;Casearia decandra Jacq.;5,156620156
17;1744;Calyptranthes concinna DC.;6,46169069
17;1745;Calyptranthes concinna DC.;6,548215399
17;1746;Jacaranda puberula Cham.;5,76140894
17;1747;Calyptranthes concinna DC.;9,690954809
17;1748;Jacaranda puberula Cham.;5,315775099
17;1749;Jacaranda puberula Cham.;5,347606088
17;1751;Casearia decandra Jacq.;13,87831104
17;1752;Lithraea brasiliensis Marchand;25,27380496
17;1753;Solanum sanctaecatharinae Dunal;15,34253651
17;1754;Jacaranda puberula Cham.;6,780000576
17;1755;Ocotea pulchella Mart.;31,13070687
17;1756;Jacaranda puberula Cham.;6,493521678
17;1757;Jacaranda puberula Cham.;8,378083098
17;1758;Jacaranda puberula Cham.;10,02676141
17;1759;Jacaranda puberula Cham.;6,46169069
17;1760;Annona rugulosa (Schltdl.) H.Rainer;7,575775291
17;1761;Casearia decandra Jacq.;5,220282133
17;1762;Jacaranda puberula Cham.;11,39549393
17;1763;Dasyphyllum tomentosum (Spreng.) Cabrera;32,18112949
18;1001;Vernonanthura discolor (Spreng.) H.Rob.;28,2340869
18;1002;Duranta vestita Cham.;11,26816997
18;1003;Duranta vestita Cham.;6,507393909
18;1004;Araucaria angustifolia (Bertol.) Kuntze;5,092958179
18;1005;Sapium glandulosum (L.) Morong;21,40560027
18;1006;Casearia decandra Jacq.;6,398028712
18;1007;Araucaria angustifolia (Bertol.) Kuntze;12,28676161
18;1008;Duranta vestita Cham.;11,83654904
18;1009;Sapium glandulosum (L.) Morong;9,230986699
18;1010;Sapium glandulosum (L.) Morong;22,75915686
18;1011;Vernonanthura discolor (Spreng.) H.Rob.;24,28704432
18;1012;Zanthoxylum rhoifolium Lam.;10,3450713
18;1013;Araucaria angustifolia (Bertol.) Kuntze;19,67155097
18;1014;Araucaria angustifolia (Bertol.) Kuntze;9,103662745
18;1015;Araucaria angustifolia (Bertol.) Kuntze;32,4357774
18;1016;Casearia decandra Jacq.;7,970215135
18;1017;Zanthoxylum rhoifolium Lam.;5,952394872
18;1018;Araucaria angustifolia (Bertol.) Kuntze;19,95802986
18;1019;Casearia decandra Jacq.;6,436238492
18;1020;Annona rugulosa (Schltdl.) H.Rainer;7,734930234
18;1021;Araucaria angustifolia (Bertol.) Kuntze;29,85746732
18;1022;Araucaria angustifolia (Bertol.) Kuntze;10,72704316
18;1023;Sapium glandulosum (L.) Morong;8,371550007
18;1024;Zanthoxylum rhoifolium Lam.;8,97633879
18;1025;Podocarpus lambertii Klotzsch ex Endl.;11,69774757
18;1026;Sapium glandulosum (L.) Morong;12,28676161
18;1027;Lithraea brasiliensis Marchand;50,92958179
18;1028;Podocarpus lambertii Klotzsch ex Endl.;27,88394603
18;1029;Araucaria angustifolia (Bertol.) Kuntze;24,76450915
18;1030;Cupania vernalis Cambess.;6,270704758
18;1031;Duranta vestita Cham.;6,207042781
18;1032;Araucaria angustifolia (Bertol.) Kuntze;14,51493081
18;1033;Araucaria angustifolia (Bertol.) Kuntze;12,52095314
18;1034;Araucaria angustifolia (Bertol.) Kuntze;46,95070821
18;1035;Araucaria angustifolia (Bertol.) Kuntze;23,93690344
18;1036;Ilex dumosa Reissek;11,30000096
19;1037;Casearia decandra Jacq.;5,283944111
19;1038;Banara tomentosa Clos;5,220282133
19;1039;Casearia decandra Jacq.;5,729577951
19;1040;Sapium glandulosum (L.) Morong;5,634084985
19;1041;Oreopanax fulvus Marchal;8,75352187
19;1042;Vernonanthura discolor (Spreng.) H.Rob.;12,95521237
19;1043;Zanthoxylum rhoifolium Lam.;9,040000768
19;1044;Sapium glandulosum (L.) Morong;6,366197724
19;1045;Zanthoxylum rhoifolium Lam.;12,66873347
19;1046;Casearia decandra Jacq.;5,665915974
19;1047;Ilex paraguariensis A.St.-Hil.;6,970986507
19;1048;Allophylus guaraniticus (A.St.-Hil.) Radlk.;8,478881568
19;1049;Casearia decandra Jacq.;6,654503987
19;1050;Quillaja brasiliensis (A.St.-Hil. & Tul.) Mart.;7,798592212
19;1051;Cupania vernalis Cambess.;5,602253997
19;1052;Sapium glandulosum (L.) Morong;6,079718826
19;1053;Sapium glandulosum (L.) Morong;8,180564075
19;1054;Allophylus guaraniticus (A.St.-Hil.) Radlk.;6,780000576
19;1055;Araucaria angustifolia (Bertol.) Kuntze;44,84986296
19;1056;Myrsine umbellata Mart.;5,474930042
19;1057;Casearia obliqua Spreng.;33,35887607
19;1058;Vernonanthura discolor (Spreng.) H.Rob.;14,80140971
19;1059;Duranta vestita Cham.;6,493521678
19;1060;Podocarpus lambertii Klotzsch ex Endl.;22,18619907
19;1061;Lamanonia ternata Vell.;12,63690248
19;1062;Sapium glandulosum (L.) Morong;5,506761031
19;1063;Zanthoxylum rhoifolium Lam.;10,28140932
19;1064;Annona rugulosa (Schltdl.) H.Rainer;10,92470878
19;1065;Vernonanthura discolor (Spreng.) H.Rob.;33,58380493
19;1066;Myrsine umbellata Mart.;5,252113122
19;1067;Vernonanthura discolor (Spreng.) H.Rob.;22,34535401
19;1068;Dicksonia sellowiana Hook.;20,49915667
19;1069;Allophylus guaraniticus (A.St.-Hil.) Radlk.;5,254524007
19;1070;Cedrela fissilis Vell.;19,79887492
19;1071;Oreopanax fulvus Marchal;9,390141642
19;1072;Oreopanax fulvus Marchal;5,092958179
20;1074;Sapium glandulosum (L.) Morong;6,620845633
20;1075;Vernonanthura discolor (Spreng.) H.Rob.;22,02704412
20;1076;Dicksonia sellowiana Hook.;19,32141009
20;1077;Lamanonia ternata Vell.;8,594366927
20;1078;Dicksonia sellowiana Hook.;19,13042416
20;1079;Cupania vernalis Cambess.;6,238873769
20;1080;Sapium glandulosum (L.) Morong;14,45126883
20;1081;Dicksonia sellowiana Hook.;37,4650736
20;1082;Banara tomentosa Clos;6,334366735
20;1083;Dicksonia sellowiana Hook.;28,61605877
20;1084;Sapium glandulosum (L.) Morong;8,594366927
20;1085;Matayba elaeagnoides Radlk.;19,41690306
20;1086;Dicksonia sellowiana Hook.;17,92084659
20;1087;Lamanonia ternata Vell.;6,875493542
20;1088;Dicksonia sellowiana Hook.;14,57859279
20;1089;Lithraea brasiliensis Marchand;40,36169357
20;1090;Casearia obliqua Spreng.;10,09042339
20;1091;Lamanonia ternata Vell.;5,570423008
20;1092;Casearia decandra Jacq.;9,89943746
20;1093;Araucaria angustifolia (Bertol.) Kuntze;25,78310078
20;1094;Myrsine coriacea (Sw.) Roem. & Schult.;19,19408614
20;1095;Araucaria angustifolia (Bertol.) Kuntze;6,620845633
20;1097;Sapium glandulosum (L.) Morong;10,82253613
20;1098;Sapium glandulosum (L.) Morong;11,87295875
20;1099;Lamanonia ternata Vell.;13,36901522
20;1100;Sapium glandulosum (L.) Morong;12,54140952
20;1101;Dicksonia sellowiana Hook.;27,6929601
20;1102;Sapium glandulosum (L.) Morong;7,8304232
20;1103;Matayba elaeagnoides Radlk.;5,888732894
20;1104;Ocotea pulchella Mart.;30,90788995
20;1105;Cupania vernalis Cambess.;8,212395064
20;1106;Dicksonia sellowiana Hook.;40,99831334
20;1108;Dasyphyllum tomentosum (Spreng.) Cabrera;5,570423008
20;1109;Symplocos uniflora (Pohl) Benth.;7,957747155
20;1110;Dicksonia sellowiana Hook.;42,90817266
20;1112;Sapium glandulosum (L.) Morong;9,45380362
20;1114;Lamanonia ternata Vell.;8,944507802
20;1115;Sapium glandulosum (L.) Morong;16,2338042
20;1116;Dicksonia sellowiana Hook.;21,35859336
20;1118;Dicksonia sellowiana Hook.;25,14648101
21;1119;Zanthoxylum rhoifolium Lam.;8,817183847
21;1120;Celtis iguanaea (Jacq.) Sarg.;5,443099054
21;1121;Sapium glandulosum (L.) Morong;8,75352187
21;1122;Araucaria angustifolia (Bertol.) Kuntze;54,43099054
21;1123;Celtis iguanaea (Jacq.) Sarg.;6,716338598
21;1124;Celtis iguanaea (Jacq.) Sarg.;6,875493542
21;1125;Dicksonia sellowiana Hook.;27,08817131
21;1126;Casearia obliqua Spreng.;8,562535938
21;1127;Celtis iguanaea (Jacq.) Sarg.;7,130141451
21;1128;Celtis iguanaea (Jacq.) Sarg.;28,58422778
21;1129;Duranta vestita Cham.;8,276057041
21;1130;Blepharocalyx salicifolius (Kunth) O.Berg;7,257465405
21;1131;Campomanesia xanthocarpa O.Berg;6,143380803
21;1132;Araucaria angustifolia (Bertol.) Kuntze;13,84648005
21;1133;Banara tomentosa Clos;5,634084985
21;1134;Araucaria angustifolia (Bertol.) Kuntze;13,52817016
21;1135;Dicksonia sellowiana Hook.;21,39042435
21;1136;Casearia obliqua Spreng.;11,71380381
21;1137;Casearia obliqua Spreng.;21,00845249
21;1138;Casearia decandra Jacq.;6,366197724
21;1139;Casearia obliqua Spreng.;13,71915609
21;1140;Casearia decandra Jacq.;8,53070495
21;1141;Xylosma ciliatifolia (Clos) Eichler;9,262817688
21;1142;Casearia obliqua Spreng.;6,851061109
21;1143;Podocarpus lambertii Klotzsch ex Endl.;6,589014644
21;1144;Casearia decandra Jacq.;7,766761223
21;1145;Casearia decandra Jacq.;11,04535305
21;1146;Lithraea brasiliensis Marchand;23,07746675
21;1147;Sapium glandulosum (L.) Morong;15,27887454
21;1148;Casearia decandra Jacq.;6,079718826
21;1149;Araucaria angustifolia (Bertol.) Kuntze;6,716338598
21;1150;Solanum sanctaecatharinae Dunal;12,00028271
21;1151;Casearia decandra Jacq.;5,474930042
21;1154;Araucaria angustifolia (Bertol.) Kuntze;10,6315502
21;1155;Banara tomentosa Clos;7,766761223
21;1156;Celtis iguanaea (Jacq.) Sarg.;7,60760628
21;1157;Celtis iguanaea (Jacq.) Sarg.;6,207042781
22;1158;Matayba elaeagnoides Radlk.;12,25493062
22;1159;Cinnamomum amoenum (Nees & Mart.) Kosterm.;41,57127114
22;1160;Matayba elaeagnoides Radlk.;15,43802948
22;1161;Dalbergia frutescens (Vell.) Britton;12,15943765
22;1162;Matayba elaeagnoides Radlk.;19,576058
22;1163;Matayba elaeagnoides Radlk.;18,36648043
22;1164;Matayba elaeagnoides Radlk.;5,315775099
22;1165;Matayba elaeagnoides Radlk.;16,99774792
22;1166;Eugenia pyriformis Cambess.;19,89436789
22;1167;Matayba elaeagnoides Radlk.;15,9473253
22;1168;Matayba elaeagnoides Radlk.;12,0321137
22;1169;Matayba elaeagnoides Radlk.;15,40619849
22;1170;Matayba elaeagnoides Radlk.;9,071831756
22;1171;Coutarea hexandra (Jacq.) K.Schum.;22,57927986
22;1172;Xylosma ciliatifolia (Clos) Eichler;9,390141642
22;1173;Xylosma ciliatifolia (Clos) Eichler;6,90732453
22;1174;Xylosma ciliatifolia (Clos) Eichler;5,76140894
22;1175;Casearia obliqua Spreng.;18,1754945
22;1176;Casearia obliqua Spreng.;18,52563538
22;1177;Casearia decandra Jacq.;5,665915974
22;1178;Maytenus dasyclada Mart.;9,994930426
22;1179;Matayba elaeagnoides Radlk.;21,93155116
22;1180;Podocarpus lambertii Klotzsch ex Endl.;6,334366735
22;1181;Casearia decandra Jacq.;33,07913645
