Parcela;n;Especie;dap
37;1344;Ocotea pulchella Mart.;7,130141451
37;1345;Allophylus edulis (A.St.-Hil., Cambess. & A.Juss.) Radlk.;5,06112719
37;1346;Dicksonia sellowiana Hook.;22,18126631
37;1347;Allophylus guaraniticus (A.St.-Hil.) Radlk.;6,175211792
37;1348;Sapium glandulosum (L.) Morong;12,44591655
37;1349;Dicksonia sellowiana Hook.;19,19408614
37;1350;Dicksonia sellowiana Hook.;18,30281846
37;1351;Lamanonia ternata Vell.;32,97189567
37;1352;Dicksonia sellowiana Hook.;14,00563499
37;1353;Cupania vernalis Cambess.;13,20986028
37;1354;Prunus myrtifolia (L.) Urb.;6,238873769
37;1355;Casearia decandra Jacq.;9,820930422
37;1356;Prunus myrtifolia (L.) Urb.;13,81464906
37;1357;Maytenus boaria Molina;12,41408556
37;1358;Prunus myrtifolia (L.) Urb.;30,08028424
37;1359;Clethra scabra Pers.;27,82028405
37;1360;Ocotea pulchella Mart.;7,225634416
37;1361;Sapium glandulosum (L.) Morong;6,748169587
37;1362;Drimys brasiliensis Miers;11,90478974
37;1363;Myrcia guianensis (Aubl.) DC.;11,82965621
37;1364;Jacaranda puberula Cham.;15,56535343
37;1365;Myrsine umbellata Mart.;22,75915686
37;1366;Styrax leprosus Hook. & Arn.;6,207042781
37;1367;Prunus myrtifolia (L.) Urb.;10,37690229
37;1368;Clethra scabra Pers.;11,42732491
37;1369;Matayba elaeagnoides Radlk.;8,75352187
37;1370;Cinnamomum amoenum (Nees & Mart.) Kosterm.;17,15690287
37;1371;Roupala montana Aubl.;12,09577567
37;1372;Podocarpus lambertii Klotzsch ex Endl.;29,85746732
37;1373;Casearia obliqua Spreng.;5,920563883
38;1374;Prunus myrtifolia (L.) Urb.;11,93662073
38;1375;Dicksonia sellowiana Hook.;19,98986085
38;1376;Casearia obliqua Spreng.;11,49098689
38;1377;Cupania vernalis Cambess.;5,252113122
38;1378;Scutia buxifolia Reissek;9,772113506
38;1379;Zanthoxylum rhoifolium Lam.;6,811831564
38;1380;Ilex theezans Mart. ex Reissek;32,88141124
38;1381;Ocotea puberula (Rich.) Nees;35,39605934
38;1382;Roupala montana Aubl.;12,73239545
38;1383;Myrsine umbellata Mart.;11,49098689
38;1384;Styrax leprosus Hook. & Arn.;13,52817016
38;1385;Roupala montana Aubl.;12,28676161
38;1386;Lamanonia ternata Vell.;17,50704374
38;1387;Styrax leprosus Hook. & Arn.;14,96056465
38;1388;Myrcia hatschbachii D.Legrand;8,276057041
38;1389;Casearia decandra Jacq.;58,56901906
38;1390;Cupania vernalis Cambess.;15,9473253
38;1391;Casearia decandra Jacq.;6,780000576
38;1392;Lamanonia ternata Vell.;59,8422586
38;1393;Myrcia hatschbachii D.Legrand;14,2602829
38;1394;Cupania vernalis Cambess.;6,238873769
38;1395;Dicksonia sellowiana Hook.;20,88112853
38;1396;Casearia obliqua Spreng.;6,525352667
38;1398;Dicksonia sellowiana Hook.;16,4884521
38;1399;Lamanonia ternata Vell.;17,22056484
38;1400;Myrcia hatschbachii D.Legrand;5,443099054
38;1401;Eugenia pluriflora DC.;7,445049813
38;1402;Lithraea brasiliensis Marchand;17,31605781
38;1403;Schinus terebinthifolius Raddi;10,24957834
38;1404;Podocarpus lambertii Klotzsch ex Endl.;46,60056734
39;1405;Casearia obliqua Spreng.;5,634084985
39;1406;Myrcia palustris DC.;6,016056849
39;1407;Nectandra megapotamica (Spreng.) Mez;6,525352667
39;1408;Cupania vernalis Cambess.;15,24704355
39;1409;Sapium glandulosum (L.) Morong;20,72197359
39;1410;Jacaranda puberula Cham.;11,14084602
39;1411;Celtis iguanaea (Jacq.) Sarg.;10,53605723
39;1412;Myrsine umbellata Mart.;8,626197916
39;1413;Jacaranda puberula Cham.;6,557183655
39;1414;Lithraea brasiliensis Marchand;32,91324223
39;1415;Cupania vernalis Cambess.;17,8726395
39;1416;Araucaria angustifolia (Bertol.) Kuntze;7,289296394
39;1417;Ocotea pulchella Mart.;8,53070495
39;1418;Zanthoxylum rhoifolium Lam.;5,252113122
39;1419;Jacaranda puberula Cham.;10,98169107
39;1420;Lithraea brasiliensis Marchand;23,61859355
39;1421;Araucaria angustifolia (Bertol.) Kuntze;11,96845172
39;1422;NI;9,390141642
39;1423;Jacaranda puberula Cham.;12,41408556
39;1424;NI;11,17267701
39;1425;Cupania vernalis Cambess.;7,20815531
39;1426;Myrcia palustris DC.;6,238873769
39;1427;Myrcia guianensis (Aubl.) DC.;5,828200993
39;1428;Zanthoxylum rhoifolium Lam.;6,589014644
39;1429;Jacaranda puberula Cham.;10,47239526
39;1430;Matayba elaeagnoides Radlk.;7,575775291
39;1432;Casearia obliqua Spreng.;6,560041641
40;1765;Podocarpus lambertii Klotzsch ex Endl.;5,570423008
40;1766;Eugenia uniflora L.;6,254445026
40;1767;Roupala montana Aubl.;7,098310462
40;1768;Matayba elaeagnoides Radlk.;6,493521678
40;1769;Ocotea puberula (Rich.) Nees;11,4591559
40;1770;Ocotea pulchella Mart.;9,517465597
40;1771;Lithraea brasiliensis Marchand;10,98169107
40;1772;Myrsine umbellata Mart.;6,589014644
40;1773;Dalbergia frutescens (Vell.) Britton;7,734930234
40;1774;Machaerium paraguariense Hassl.;7,066479473
40;1775;Cupania vernalis Cambess.;5,474930042
40;1776;Ilex theezans Mart. ex Reissek;5,289789342
40;1777;Lamanonia ternata Vell.;5,029296202
40;1778;Zanthoxylum rhoifolium Lam.;10,50422624
40;1779;Lithraea brasiliensis Marchand;8,594366927
40;1780;Myrsine umbellata Mart.;9,908031168
40;1781;Matayba elaeagnoides Radlk.;9,040000768
40;1782;Podocarpus lambertii Klotzsch ex Endl.;14,168366
40;1783;Zanthoxylum rhoifolium Lam.;13,65549412
40;1784;Prunus myrtifolia (L.) Urb.;14,35351717
40;1785;Allophylus guaraniticus (A.St.-Hil.) Radlk.;7,661223693
40;1786;Casearia decandra Jacq.;5,634084985
40;1787;Lithraea brasiliensis Marchand;8,371550007
40;1788;Blepharocalyx salicifolius (Kunth) O.Berg;5,156620156
40;1789;Lamanonia ternata Vell.;6,429859701
40;1790;Duranta vestita Cham.;7,225634416
40;1791;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;5,634084985
40;1792;Myrsine coriacea (Sw.) Roem. & Schult.;25,46479089
40;1793;Myrcia palustris DC.;12,58532242
40;1794;Lithraea brasiliensis Marchand;6,557183655
40;1795;Dalbergia frutescens (Vell.) Britton;5,807650887
40;1796;Roupala montana Aubl.;12,82788841
40;1797;Symplocos uniflora (Pohl) Benth.;22,75915686
40;1798;Lamanonia ternata Vell.;6,843662553
40;1799;Podocarpus lambertii Klotzsch ex Endl.;7,448451337
40;1800;Podocarpus lambertii Klotzsch ex Endl.;9,644789551
40;1801;Podocarpus lambertii Klotzsch ex Endl.;12,95521237
40;1802;Casearia decandra Jacq.;5,856901906
40;1803;Roupala montana Aubl.;7,8304232
40;1804;Myrsine umbellata Mart.;9,981540277
40;1805;Eugenia pluriflora DC.;6,716338598
40;sn;Machaerium stipitatum (DC.) Vogel;19,99941015
40;1806;Lithraea brasiliensis Marchand;14,88673097
41;1807;Lamanonia ternata Vell.;33,8363409
41;1808;Ilex dumosa Reissek;9,103662745
41;1809;Sebastiania brasiliensis Spreng.;6,970986507
41;1810;Vernonanthura discolor (Spreng.) H.Rob.;13,20986028
41;1811;Oreopanax fulvus Marchal;12,41408556
41;1812;Myrcia guianensis (Aubl.) DC.;7,8304232
41;1813;Sebastiania brasiliensis Spreng.;10,87660736
41;1814;Vernonanthura discolor (Spreng.) H.Rob.;17,3478888
41;1815;Sapium glandulosum (L.) Morong;12,92338138
41;1816;Sapium glandulosum (L.) Morong;16,87042397
41;1817;Ocotea puberula (Rich.) Nees;7,321127382
41;1818;Nectandra megapotamica (Spreng.) Mez;9,993916649
41;1819;Dalbergia frutescens (Vell.) Britton;16,7701889
41;1820;Cupania vernalis Cambess.;9,368536456
41;1821;Myrcia hatschbachii D.Legrand;26,76986143
41;1822;Coutarea hexandra (Jacq.) K.Schum.;7,8304232
41;1823;Ocotea pulchella Mart.;7,671268257
41;1824;Prunus myrtifolia (L.) Urb.;5,156620156
41;1825;Casearia decandra Jacq.;8,689859893
41;1826;Eugenia uniflora L.;18,01633956
41;1827;Lithraea brasiliensis Marchand;9,262817688
41;1828;Lithraea brasiliensis Marchand;6,811831564
41;1829;Ilex brevicuspis Reissek;24,73267816
41;1830;Dicksonia sellowiana Hook.;20,6901426
41;1831;Sebastiania brasiliensis Spreng.;10,1707854
41;1832;Nectandra lanceolata Nees;7,957747155
41;1833;Duranta vestita Cham.;14,67408575
41;1834;Myrsine coriacea (Sw.) Roem. & Schult.;19,00310021
41;1835;Lithraea brasiliensis Marchand;6,716338598
41;1836;Sebastiania brasiliensis Spreng.;6,429859701
41;1837;Styrax leprosus Hook. & Arn.;11,20450799
41;1838;Sebastiania brasiliensis Spreng.;7,257465405
41;1839;Ilex brevicuspis Reissek;6,557183655
41;1840;Lithraea brasiliensis Marchand;7,8304232
41;1841;Podocarpus lambertii Klotzsch ex Endl.;41,50760916
41;1842;Ilex brevicuspis Reissek;8,021409132
42;1843;Lauraceae 1;18,62112834
42;1844;Ilex microdonta Reissek;11,93662073
42;1845;Casearia decandra Jacq.;5,729577951
42;1846;Lamanonia ternata Vell.;15,53352245
42;1847;Sebastiania brasiliensis Spreng.;8,683794731
42;1848;Cupania vernalis Cambess.;16,36112815
42;1849;Myrcia hatschbachii D.Legrand;24,79372487
42;1850;Nectandra megapotamica (Spreng.) Mez;5,53859202
42;1851;Myrcia hatschbachii D.Legrand;7,098310462
42;1853;Scutia buxifolia Reissek;9,230986699
42;1854;Scutia buxifolia Reissek;32,65859432
42;1855;Araucaria angustifolia (Bertol.) Kuntze;38,06986239
42;1856;Lithraea brasiliensis Marchand;41,3802852
43;1857;Zanthoxylum rhoifolium Lam.;29,15718557
43;1858;Cupania vernalis Cambess.;9,294648677
43;1859;Lamanonia ternata Vell.;24,03239641
43;1860;Styrax leprosus Hook. & Arn.;17,37971979
43;1861;Casearia decandra Jacq.;5,156620156
43;1862;Jacaranda puberula Cham.;6,525352667
43;1863;Prunus myrtifolia (L.) Urb.;17,85718461
43;1864;Solanum sanctaecatharinae Dunal;8,212395064
43;1865;Ilex brevicuspis Reissek;21,42225534
43;1866;Podocarpus lambertii Klotzsch ex Endl.;22,44084698
43;1867;Jacaranda puberula Cham.;9,390141642
43;1868;Vernonanthura discolor (Spreng.) H.Rob.;32,11746752
43;1869;Dicksonia sellowiana Hook.;15,88366332
43;1870;Dicksonia sellowiana Hook.;14,38760686
43;1871;Casearia decandra Jacq.;7,034648485
43;1872;Vernonanthura discolor (Spreng.) H.Rob.;34,18648178
43;1873;Dicksonia sellowiana Hook.;17,82535363
43;1874;Sapium glandulosum (L.) Morong;14,64225476
43;1875;Casearia decandra Jacq.;10,6315502
43;1876;Myrsine umbellata Mart.;17,00969525
43;1877;Ilex brevicuspis Reissek;14,73774773
43;1878;Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman;9,963099438
43;1879;Vernonanthura discolor (Spreng.) H.Rob.;19,51239602
44;1440;Matayba elaeagnoides Radlk.;7,193803428
44;1441;Schinus terebinthifolius Raddi;7,257465405
44;1442;Matayba elaeagnoides Radlk.;7,161972439
44;1443;Matayba elaeagnoides Radlk.;54,28136539
44;1444;Blepharocalyx salicifolius (Kunth) O.Berg;5,53859202
44;1446;Matayba elaeagnoides Radlk.;7,289296394
44;1447;Inga sessilis (Vell.) Mart.;23,3101092
44;1448;Matayba elaeagnoides Radlk.;10,37475396
44;1449;Matayba elaeagnoides Radlk.;7,098310462
44;1450;Matayba elaeagnoides Radlk.;9,165611436
44;1452;Machaerium paraguariense Hassl.;5,697746963
44;1453;Matayba elaeagnoides Radlk.;5,188451145
44;1454;Lithraea brasiliensis Marchand;7,734930234
44;1455;Symplocos uniflora (Pohl) Benth.;7,289296394
44;1456;Schinus terebinthifolius Raddi;17,89348951
44;1457;Schinus terebinthifolius Raddi;9,667873535
44;1458;Schinus terebinthifolius Raddi;6,970986507
44;1459;Schinus terebinthifolius Raddi;5,53859202
44;1460;Schinus terebinthifolius Raddi;10,2829367
44;1461;Schinus terebinthifolius Raddi;7,862254189
44;1462;Schinus terebinthifolius Raddi;15,5881197
44;1463;Acca sellowiana (O.Berg) Burret;6,44606992
44;1464;Schinus terebinthifolius Raddi;8,658028904
44;1465;Blepharocalyx salicifolius (Kunth) O.Berg;7,989578143
44;1466;Symplocos uniflora (Pohl) Benth.;7,161972439
44;1467;Schinus terebinthifolius Raddi;6,334366735
44;1468;Schinus terebinthifolius Raddi;9,428476382
44;1469;Annona rugulosa (Schltdl.) H.Rainer;13,45912669
44;1470;Matayba elaeagnoides Radlk.;37,05127075
44;1471;Lithraea brasiliensis Marchand;5,856901906
44;1472;Schinus terebinthifolius Raddi;7,512113314
44;1473;Schinus terebinthifolius Raddi;7,60760628
44;1474;Schinus terebinthifolius Raddi;11,97496853
44;1475;Schinus terebinthifolius Raddi;7,544011456
44;1476;Schinus terebinthifolius Raddi;9,708451529
44;1477;Schinus terebinthifolius Raddi;9,103662745
44;1478;Lithraea brasiliensis Marchand;8,757282906
44;1479;Lithraea brasiliensis Marchand;6,175211792
44;1480;Lithraea brasiliensis Marchand;17,76140642
44;1481;Matayba elaeagnoides Radlk.;6,334366735
44;1482;Campomanesia xanthocarpa O.Berg;6,003327829
44;1483;Inga sessilis (Vell.) Mart.;20,89880763
44;1484;Allophylus guaraniticus (A.St.-Hil.) Radlk.;14,92890334
44;1485;Inga sessilis (Vell.) Mart.;14,97633638
44;1486;Inga sessilis (Vell.) Mart.;5,635613385
44;1487;Blepharocalyx salicifolius (Kunth) O.Berg;5,200252293
44;1488;Blepharocalyx salicifolius (Kunth) O.Berg;5,474930042
45;1499;Matayba elaeagnoides Radlk.;11,53498988
45;1500;Matayba elaeagnoides Radlk.;12,81350506
45;1501;Matayba elaeagnoides Radlk.;8,53070495
45;1502;Campomanesia xanthocarpa O.Berg;10,18591636
45;1503;Allophylus guaraniticus (A.St.-Hil.) Radlk.;6,334366735
45;1504;Matayba elaeagnoides Radlk.;8,021409132
45;1505;Matayba elaeagnoides Radlk.;6,493521678
45;1506;Machaerium paraguariense Hassl.;8,085071109
45;1507;Myrcia palustris DC.;10,67857323
45;1508;Myrsine coriacea (Sw.) Roem. & Schult.;10,02676141
45;1510;Styrax leprosus Hook. & Arn.;14,40973772
45;1511;Styrax leprosus Hook. & Arn.;15,62152588
45;1512;Matayba elaeagnoides Radlk.;26,83352341
45;1513;Matayba elaeagnoides Radlk.;27,17488511
45;1514;Sapium glandulosum (L.) Morong;19,09859317
45;1515;Oreopanax fulvus Marchal;13,59723562
45;1516;Dasyphyllum tomentosum (Spreng.) Cabrera;11,80929678
45;1517;Allophylus guaraniticus (A.St.-Hil.) Radlk.;8,45632614
45;1518;Schinus terebinthifolius Raddi;9,390141642
45;1519;Matayba elaeagnoides Radlk.;7,161972439
45;1520;Casearia decandra Jacq.;9,071831756
45;1521;Ilex theezans Mart. ex Reissek;6,525352667
45;1522;Duranta vestita Cham.;7,919841662
45;1523;Duranta vestita Cham.;6,953231565
45;1524;Allophylus guaraniticus (A.St.-Hil.) Radlk.;5,634084985
45;1525;Matayba elaeagnoides Radlk.;7,257465405
45;1526;Duranta vestita Cham.;8,362164892
45;1527;Matayba elaeagnoides Radlk.;27,57329877
45;1528;Duranta vestita Cham.;7,925916166
45;1529;Dasyphyllum tomentosum (Spreng.) Cabrera;14,43555513
45;1530;Matayba elaeagnoides Radlk.;9,517465597
45;1531;Cupania vernalis Cambess.;9,581127574
45;1532;Dasyphyllum tomentosum (Spreng.) Cabrera;15,88366332
45;1533;Duranta vestita Cham.;5,347606088
45;1534;Matayba elaeagnoides Radlk.;8,53070495
45;1535;Cupania vernalis Cambess.;7,734930234
45;1536;Escallonia bifida Link. & Otto;9,67662054
45;1537;Escallonia bifida Link. & Otto;11,49098689
45;1538;Allophylus guaraniticus (A.St.-Hil.) Radlk.;7,536553744
46;1539;Myrsine coriacea (Sw.) Roem. & Schult.;5,347606088
46;1540;Dasyphyllum tomentosum (Spreng.) Cabrera;7,60760628
46;1541;Allophylus guaraniticus (A.St.-Hil.) Radlk.;6,977959675
46;1542;Matayba elaeagnoides Radlk.;5,443099054
46;1543;Matayba elaeagnoides Radlk.;9,167324722
46;1544;Matayba elaeagnoides Radlk.;7,225634416
46;1545;Banara tomentosa Clos;9,008169779
46;1546;Matayba elaeagnoides Radlk.;8,118399888
46;1547;Matayba elaeagnoides Radlk.;8,562535938
46;1548;Matayba elaeagnoides Radlk.;6,90732453
46;1549;Myrsine coriacea (Sw.) Roem. & Schult.;8,307888029
46;1550;Cupania vernalis Cambess.;7,766761223
46;1551;Cupania vernalis Cambess.;7,052557625
46;1552;Lithraea brasiliensis Marchand;12,11105328
46;1553;Myrsine coriacea (Sw.) Roem. & Schult.;14,86507168
46;1554;Cupania vernalis Cambess.;7,629948393
46;1555;Blepharocalyx salicifolius (Kunth) O.Berg;6,279423942
46;1556;Matayba elaeagnoides Radlk.;10,15408537
46;1557;Ocotea pulchella Mart.;16,75329372
46;1558;Matayba elaeagnoides Radlk.;5,825070917
46;1559;Solanum sanctaecatharinae Dunal;6,079718826
46;1560;Matayba elaeagnoides Radlk.;21,99521314
46;1561;Cupania vernalis Cambess.;5,650247052
46;1562;Cupania vernalis Cambess.;13,55723621
46;1563;Cupania vernalis Cambess.;9,835775483
46;1564;Cupania vernalis Cambess.;7,804047045
46;1565;Cupania vernalis Cambess.;5,754546242
46;1566;Lithraea brasiliensis Marchand;8,689859893
46;1567;Lithraea brasiliensis Marchand;7,671268257
46;1568;Duranta vestita Cham.;8,021409132
46;1569;Duranta vestita Cham.;7,953735439
46;1570;Allophylus guaraniticus (A.St.-Hil.) Radlk.;14,23589144
46;1571;Myrcia guianensis (Aubl.) DC.;6,662264699
46;1572;Myrtaceae sp.;9,712625187
46;1573;Matayba elaeagnoides Radlk.;9,411051283
46;1574;Lithraea brasiliensis Marchand;7,225634416
46;1575;Allophylus guaraniticus (A.St.-Hil.) Radlk.;6,531870882
46;1576;Dasyphyllum tomentosum (Spreng.) Cabrera;14,80140971
46;1577;Zanthoxylum rhoifolium Lam.;10,55008814
46;1578;Blepharocalyx salicifolius (Kunth) O.Berg;11,73117688
46;1579;Machaerium paraguariense Hassl.;10,02029208
46;1580;Matayba elaeagnoides Radlk.;6,302535746
46;1581;Lithraea brasiliensis Marchand;7,703099246
46;1582;Lithraea brasiliensis Marchand;16,72242131
46;1583;Matayba elaeagnoides Radlk.;9,199155711
46;1584;Casearia decandra Jacq.;7,480282325
46;1585;Casearia decandra Jacq.;12,82461011
46;1586;Lithraea brasiliensis Marchand;9,199155711
46;1587;Machaerium paraguariense Hassl.;11,26816997
46;1588;Dasyphyllum tomentosum (Spreng.) Cabrera;12,70056446
46;1589;Blepharocalyx salicifolius (Kunth) O.Berg;6,016056849
46;1590;Dasyphyllum tomentosum (Spreng.) Cabrera;19,64776636
46;1591;Lithraea brasiliensis Marchand;9,288760259
47;1593;Casearia obliqua Spreng.;17,3478888
47;1595;Dicksonia sellowiana Hook.;17,37971979
47;1596;Matayba elaeagnoides Radlk.;20,53098766
47;1597;Lithraea brasiliensis Marchand;12,92338138
47;1598;Banara tomentosa Clos;8,985251557
47;1599;Banara tomentosa Clos;5,283944111
47;1601;Dasyphyllum tomentosum (Spreng.) Cabrera;22,44084698
47;1602;Matayba elaeagnoides Radlk.;11,10901503
47;1603;Matayba elaeagnoides Radlk.;29,02986162
47;1604;Allophylus guaraniticus (A.St.-Hil.) Radlk.;8,562535938
47;1605;Solanum sanctaecatharinae Dunal;5,634084985
47;1606;Solanum sanctaecatharinae Dunal;12,44591655
47;1608;Allophylus guaraniticus (A.St.-Hil.) Radlk.;5,347606088
47;1609;Nectandra lanceolata Nees;26,43959786
47;1610;Allophylus guaraniticus (A.St.-Hil.) Radlk.;7,11563222
47;1611;Sebastiania brasiliensis Spreng.;9,199155711
47;1612;Dicksonia sellowiana Hook.;18,93943823
47;1613;Dicksonia sellowiana Hook.;16,83859298
47;1614;Dicksonia sellowiana Hook.;22,12253709
47;1615;Dicksonia sellowiana Hook.;15,78817035
47;1616;Cupania vernalis Cambess.;16,07464925
47;1617;Banara tomentosa Clos;5,315775099
47;1618;Dalbergia frutescens (Vell.) Britton;11,01352206
47;1619;Annona rugulosa (Schltdl.) H.Rainer;14,02970458
47;1621;Dicksonia sellowiana Hook.;16,42479013
47;1623;Cinnamomum amoenum (Nees & Mart.) Kosterm.;5,283944111
47;1624;Ocotea pulchella Mart.;5,220282133
47;1625;Lithraea brasiliensis Marchand;13,40084621
47;1626;Dicksonia sellowiana Hook.;19,8625369
48;1627;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;7,225634416
48;1628;Myrsine umbellata Mart.;5,06112719
48;1629;Allophylus guaraniticus (A.St.-Hil.) Radlk.;6,748169587
48;1630;Cupania vernalis Cambess.;24,35070629
48;1631;Lithraea brasiliensis Marchand;17,47521275
48;1632;Dasyphyllum tomentosum (Spreng.) Cabrera;8,116902098
48;1633;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;5,53859202
48;1635;Banara tomentosa Clos;5,06112719
48;1636;Styrax leprosus Hook. & Arn.;18,87577625
48;1637;Oreopanax fulvus Marchal;8,944507802
48;1638;Cupania vernalis Cambess.;8,562535938
48;1639;Dasyphyllum tomentosum (Spreng.) Cabrera;10,98169107
48;1640;Blepharocalyx salicifolius (Kunth) O.Berg;14,45126883
48;1641;Cupania vernalis Cambess.;8,244226052
48;1642;Allophylus guaraniticus (A.St.-Hil.) Radlk.;5,443099054
48;1643;Duranta vestita Cham.;12,3605512
48;1644;Oreopanax fulvus Marchal;5,315775099
48;1645;Prunus myrtifolia (L.) Urb.;12,8597194
48;1646;Lithraea brasiliensis Marchand;15,9473253
48;1647;Allophylus guaraniticus (A.St.-Hil.) Radlk.;15,33067786
48;1648;Lithraea brasiliensis Marchand;36,64075871
49;1649;Dasyphyllum tomentosum (Spreng.) Cabrera;47,07271594
49;1650;Nectandra megapotamica (Spreng.) Mez;27,03983935
49;1651;Lithraea brasiliensis Marchand;25,59211485
49;1652;Escallonia bifida Link. & Otto;19,60788899
49;1653;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;5,283944111
49;1654;Lithraea brasiliensis Marchand;8,75352187
49;1655;Citronella paniculata (Mart.) R.A.Howard;6,970986507
49;1656;Xylosma ciliatifolia (Clos) Eichler;5,315775099
49;1657;Jacaranda puberula Cham.;5,252113122
49;1658;Sebastiania brasiliensis Spreng.;12,47523004
49;1659;Allophylus guaraniticus (A.St.-Hil.) Radlk.;6,652676621
49;1660;Vernonanthura discolor (Spreng.) H.Rob.;18,08000154
49;1661;Ocotea pulchella Mart.;43,48921561
49;1662;Duranta vestita Cham.;11,70627613
49;1663;Sebastiania brasiliensis Spreng.;14,79648022
49;1665;Scutia buxifolia Reissek;12,70056446
49;1666;Oreopanax fulvus Marchal;22,53633994
49;1667;Xylosma tweediana (Clos) Eichler;5,825070917
49;1668;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;7,512113314
49;1669;Allophylus guaraniticus (A.St.-Hil.) Radlk.;12,57070183
49;1671;Allophylus guaraniticus (A.St.-Hil.) Radlk.;5,283944111
49;1672;Machaerium paraguariense Hassl.;12,61913038
49;1673;Myrsine umbellata Mart.;8,626197916
49;1674;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;6,429859701
49;1675;Myrsine umbellata Mart.;6,90732453
49;1676;Dasyphyllum spinescens (Less.) Cabrera;20,24450876
49;1677;Matayba elaeagnoides Radlk.;42,71718673
50;1900;Xylosma ciliatifolia (Clos) Eichler;8,276057041
50;1901;Matayba elaeagnoides Radlk.;8,276057041
50;1902;Xylosma ciliatifolia (Clos) Eichler;7,785589131
50;1903;Matayba elaeagnoides Radlk.;5,76140894
50;1904;Solanum pabstii L.B.Sm. & Downs;11,65014183
50;1905;Dalbergia frutescens (Vell.) Britton;6,43560877
50;1906;Dalbergia frutescens (Vell.) Britton;7,56118318
50;1907;Casearia obliqua Spreng.;7,862254189
50;1908;Escallonia bifida Link. & Otto;9,230986699
50;1909;Escallonia bifida Link. & Otto;12,5732405
50;1910;Escallonia bifida Link. & Otto;14,73774773
50;1911;Dalbergia frutescens (Vell.) Britton;15,9518674
50;1912;Dalbergia frutescens (Vell.) Britton;8,103347006
50;1913;Inga sessilis (Vell.) Mart.;6,111549815
50;1914;Inga sessilis (Vell.) Mart.;9,576261802
50;1915;Inga sessilis (Vell.) Mart.;11,36303878
50;1916;Matayba elaeagnoides Radlk.;14,42611167
50;1917;Matayba elaeagnoides Radlk.;42,30413833
50;1918;Machaerium paraguariense Hassl.;5,506761031
50;1919;Machaerium paraguariense Hassl.;5,379437077
50;1920;Ocotea pulchella Mart.;6,843662553
50;1921;Matayba elaeagnoides Radlk.;7,321127382
50;1922;Matayba elaeagnoides Radlk.;5,920563883
50;1923;Matayba elaeagnoides Radlk.;8,116902098
50;1924;Matayba elaeagnoides Radlk.;8,148733086
50;1925;Inga sessilis (Vell.) Mart.;11,88319487
50;1926;Allophylus guaraniticus (A.St.-Hil.) Radlk.;14,47680221
50;1927;Inga sessilis (Vell.) Mart.;18,06811705
50;1928;Inga sessilis (Vell.) Mart.;12,8788117
50;1929;Mimosa scabrella Benth.;28,20225592
50;1960;Roupala montana Aubl.;11,61831085
50;1961;Inga sessilis (Vell.) Mart.;8,562535938
50;1962;Inga sessilis (Vell.) Mart.;7,488743229
50;1963;Inga sessilis (Vell.) Mart.;10,78032456
50;1964;Inga sessilis (Vell.) Mart.;5,665915974
